Key	Value
等[NAME]再次醒来，发现自己躺在离恨海边缘，竟然连一步都没有踏入其中。	Chờ [NAME] lần nữa tỉnh lại, phát hiện mình nằm bên bờ Ly Hận Hải, thậm chí ngay cả một bước cũng chưa bước vào trong.
离恨海中的仙人遗蜕已经被搜光，没有必要再进入了。	Di vật của tiên nhân trong Ly Hận Hải đã bị tìm thấy, không cần thiết tiến vào nữa.
没什么事还是不要进去了。	Không có việc gì vẫn là đừng đi vào.
修道艰难，不要枉自送了性命。	Tu đạo gian nan, đừng nộp mạng vô ích.
[NAME]依仗自己的浊之躯不惧瘴毒，架光深入万古桃花瘴之中。然而毒瘴之中视野神识严重受限，[NAME]只得四处摸索。	[NAME] Ỷ mình ở dơ không sợ độc chướng, chịu đựng thâm nhập vào Vạn Cổ Đào Hoa Chướng. Nhưng độc chướng bên trong làm tầm nhìn thần thức bị hạn chế nghiêm trọng, [NAME] Đành phải tìm tòi bốn phía.
也是[NAME]机缘不错，竟然发现一尊在毒瘴中保留完整的遗骸。[NAME]一番搜索，找到了几本书册和许多宝物丹药。	Cũng đúng [NAME] Cơ duyên không tệ, vậy mà phát hiện trong độc chướng một di hài được bảo tồn hoàn chỉnh. [NAME] Lục soát một phen, tìm được mấy quyển sách và rất nhiều đan dược bảo vật.
也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了许多宝物丹药。	Cũng đúng [NAME] Cơ duyên không tệ, vậy mà tại trong độc chướng tìm được một di thể tu giả vẫn lạc ở trong đó. Sau khi tìm kiếm một phen, tìm được rất nhiều bảo vật đan dược.
也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的宝贝。	Cũng đúng [NAME] Cơ duyên không tệ, vậy mà tại trong độc chướng tìm được một di thể tu giả vẫn lạc ở trong đó. Sau khi tìm kiếm một phen, tìm được một chút bảo bối hữu dụng.
也是[NAME]机缘不错，竟然在毒瘴中找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的丹药。	Cũng đúng [NAME] Cơ duyên không tệ, vậy mà tại trong độc chướng tìm được một di thể tu giả vẫn lạc ở trong đó. Sau khi tìm kiếm một phen, tìm dược một chút đan dược hữu dụng.
也许[NAME]机缘不够。一番搜索之下，空手而归。	Có lẽ  [NAME] không đủ cơ duyên . Sau khi tìm kiếm một phen, tay không mà về.
[NAME]依仗自己的浊之躯不惧瘴毒，架光深入万古桃花瘴之中，然而毒瘴之中视野神识严重受限，目不视物。	[NAME] Ỷ mình ở dơ không sợ độc chướng, chịu đựng thâm nhập vào Vạn Cổ Đào Hoa Chướng, nhưng độc chướng bên trong làm tầm nhìn thần thức bị hạn chế nghiêm trọng, nhìn không thấy gì.
[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]向着毒瘴深处进入，竟然发现一尊在毒瘴中保留完整的遗骸，一番搜索之下，[NAME]找到了几本书册和许多宝物丹药。	[NAME] Vận động Linh Thị Thần Quan, trong nháy mắt hoàn cảnh trong độc chướng nhìn không sót gì. [NAME] Tiến sâu vào độc chướng, vậy mà phát hiện trong độc chướng một di hài được bảo tồn hoàn chỉnh, Sau khi tìm kiếm một phen, [NAME] tìm được mấy quyển sách và rất nhiều đan dược bảo vật.
[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的宝贝。	[NAME] Vận động Linh Thị Thần Quan, trong nháy mắt hoàn cảnh trong độc chướng nhìn không sót gì. [NAME] Tìm được một di hài tu giả vẫn lạc trong đó. Sau khi tìm kiếm một phen, tìm được một chút bảo bối hữu dụng.
[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的丹药。	[NAME] Vận động Linh Thị Thần Quan, trong nháy mắt hoàn cảnh trong độc chướng nhìn không sót gì. [NAME] Tìm được một di hài tu giả vẫn lạc trong đó. Sau khi tìm kiếm một phen, tìm dược một chút đan dược hữu dụng.
[NAME]刚进入一小段时间就觉得浑身发出奇痒，[NAME]知道不妙，慌忙退出……	[NAME] Vừa tiến vào một đoạn thời gian ngắn đã cảm thấy ngứa ngáy toàn thân, [NAME] Biết không ổn, cuống quít rời khỏi...
[NAME]知道此地凶险，如无特殊功法改换体质，万万不可进入。	[NAME] Biết nơi đây hung hiểm, nếu như không có công pháp đặc thù thay đổi thể chất, tuyệt đối không thể tiến vào.
天命阁正门被禁法层层封印，正中悬浮四个字：命定者入。[NAME]刚准备尝试破解禁法，却发现禁法竟然自动展开，将[IT]迎入其中，仿佛等待已久一般。	Thiên Mệnh Các cửa chính bị cấm pháp tầng tầng phong ấn, chính giữa lơ lửng năm chữ: Kẻ mệnh định tiến vào. [NAME] Vừa mới chuẩn bị thử phá giải cấm pháp, lại phát hiện cấm pháp vậy mà tự động triển khai, đem [IT] đón vào trong đó, phảng phất như chờ đợi đã lâu.
[NAME]进入天命阁，发现天命阁空空荡荡，只有中心漂浮一把晶莹剔透的法宝，正是南宫红持之渡劫本命法宝。[NAME]取走法宝的同时，就被传送出了天命阁。	[NAME] Tiến vào Thiên Mệnh Các, phát hiện Thiên Mệnh Các trống rỗng, chỉ có trung tâm trôi nổi một thanh pháp bảo sáng lấp lánh, Chính là pháp bảo bản mệnh Nam Cung Hồng đem đi độ kiếp. [NAME] Trong lúc lấy pháo bảo đi, liền bị truyền tống ra Thiên Mệnh Các.
坤元乾坤刀	Khôn Nguyên Càn Khôn Đao
古仙南宫红持之渡劫的本命法宝。\n[color=#D06508]以此感谢本游戏第一位渡劫成功的玩家：琼楼[/color]	Cổ tiên Nam Cung Hồng cầm Chi Độ kiếp bản mệnh Pháp bảo. \n[color=#D06508] dùng cái này Cám ơn Bản Trò chơi vị thứ nhất Độ kiếp thành công Người chơi : Quỳnh Lâu [/color]
天命阁正门被禁法层层封印，正中悬浮四个字：命定者入。[NAME]尝试破解禁法，但却毫无进展，只得无奈作罢，离开此地。	Thiên Mệnh Các cửa chính bị cấm pháp tầng tầng phong ấn, chính giữa lơ lửng năm chữ: Kẻ mệnh định tiến vào. [NAME] Thử phá giải cấm pháp, nhưng lại không có chút nào tiến triển, đành bất đắc dĩ coi như thôi, rời đi nơi đây.
万宝殿中心的玉案上摆放有一个石匣，石匣之上有一道炼制一半的断灵锁。想要取出石匣中的物品，只有将未完成的断灵锁练成才可。	Trung tâm ngọc án Vạn Bảo Điện bày một cái hộp đá, phía trên hộp đá có một linh tỏa được luyện chế một nửa. Muốn lấy vật phẩm bên trong hộp đá, chỉ có thể luyện thành nửa cái linh tỏa dang dở kia.
[NAME]尝试修复断灵锁，所幸其炼器之术精湛，有惊无险的完成了炼制。得到了石匣之中的一册秘籍。	[NAME] Thử sửa chữa linh tỏa, may mà thuật luyện khí tinh xảo, hữu kinh vô hiểm luyện chế hoàn thành. Đạt được một quyển bí tịch bên trong hộp đá.
[NAME]尝试修复断灵锁，奈何自己对炼器一道着实不太精通，无法完成，只能放弃。	[NAME] Thử sửa chữa linh tỏa, bản thân quả thực không quá tinh thông đối với luyện khí nhất đạo, không thể hoàn thành, chỉ có thể từ bỏ.
[NAME]进入藏经楼之中，发现藏经楼竟然空空荡荡，只有四周的墙壁上仿佛有无数人影或打坐，或腾跃，瞬息千变，眼花缭乱。	[NAME] Tiến vào bên trong Tàng Kinh Lâu, phát hiện Tàng King Lâu vậy mà trống rỗng, chỉ có trên vách tường bốn phía phảng phất như có vô số bóng người hoặc ngồi xuống, hoặc nhảy lên, chớp mắt thiên biến, hoa cả mắt.
[NAME]尝试凝神细看，竟然觉得这些人影之中奥妙无穷，推算之下，从中悟出了一套精妙无比的心法。	[NAME] Thử ngưng thần nhìn kỹ, vậy mà cảm thấy những bóng người này ảo diệu vô cùng, sau khi suy tính, từ đó ngộ ra được một bộ tâm pháp vô cùng tinh diệu.
[NAME]尝试凝神细看，竟然觉得意识一阵模糊，险些昏死过去。想必是因为境界不够，无法参悟这些人影中的信息。[NAME]无奈之下，只能离去。	[NAME] Thử ngưng thần nhìn kỹ, vậy mà cảm thấy ý thức một trận mơ hồ, suýt nữa ngất đi. Chắc là bởi vì cảnh giới không đủ, không cách nào lĩnh hội thông tin trong những bóng người này. [NAME] Rơi vào đường cùng, chỉ có thể rời đi.
这里没什么好逛的，还是离开吧。	Nơi này không có gì để dạo, vẫn là rời đi thôi.
[NAME]进入仙府在大殿发现一尊栩栩如生，盘膝而坐的塑像，塑像前有一小桌，桌上摆放有一本秘籍与一张符箓。[NAME]知道这便是袁若雪的仙人遗蜕，对遗蜕鞠躬致敬，而后收起桌上的宝物，恭敬离去。	[NAME] Tiến vào Tiên Phủ tại đại điện phát hiện một bức tượng ngồi xếp bằng, sinh động như thật, trước bức tượng có một cái bàn nhỏ, trên bàn bàn một bản bí tịch cùng một tấm bùa chú. [NAME] Biết đây cũng là di thuế của tiên nhân Viên Nhược Tuyết, cúi đầu thành kính với di thuế, sau đó thu lấy bảo vật trên bàn, cung kính rời đi.
[NAME]刚进入仙府，浑身的灵气突然沸腾，竟然有失控的迹象。好像整座仙府的禁制在排斥身负天谴之人的窥探。[NAME]无可奈何，只能离去。	[NAME] Vừa tiến vào Tiên Phủ, linh khí toàn thân đột nhiên sôi trào, có dấu hiệu mất khống chế. Giống như cả tòa tiên phủ cấm chế tại bài xích thân phụ trời phạt người nhìn trộm. [NAME] Không thể làm gì khác, chỉ có thể rời đi.
[NAME]仔细探查了阵图，却发现以自己的修为完全不能理解这作阵图的原理。顺着阵法脉络来到阵眼之处，[NAME]竟然发现了四枚凝练而成的天劫之息！	[NAME] Tra xét rõ ràng trận đồ rồi, lại Phát hiện chính với Tu vi hoàn toàn Không có thể hiểu được cái này làm trận đồ nguyên lý. Xuôi theo mạch trận pháp đến chỗ mắt trận, [NAME] Thế nhưng lại phát hiện ra bốn mảnh khí tức của thiên kiếp cô đọng lại mà thành!
“难道这座阵法的作用便是束缚天劫，并利用其量产天劫之息？”[NAME]被自己的猜测震惊了！	"Chẳng lẽ tác dụng của trận pháp này đó là trói buộc thiên kiếp, rồi lợi dụng lượng khí tức thiên kiếp sản sinh đó?" [NAME] Bị suy đoán của bản thân làm chấn kinh!
[NAME]仔细研究阵图，然而依然毫无所获，应当是缺少了什么关键的线索。	[NAME] Tỉ mỉ nghiên cứu trận đồ, nhưng vẫn như cũ không hề có thu hoạch, chắc là thiếu đi đầu mối quan trọng gì rồi.
此阵闻所未闻，当是青莲仙人飞升前毕生心血所布。不知道青莲仙人留在人间的道统中是否有蛛丝马迹的信息存在。	Trận này mới thấy lần đầu, cho là tâm huyết cả đời của tiên nhân Thanh Liên Sơn trước khi phi thăng. Không biết Thanh Liên Tiên nhân lưu tại Nhân gian chính thống đạo Nho Trung phải chăng có dấu vết để lại tin tức tồn tại.
[NAME]走到木桌前，发现木桌上摆放有一张阵图。阵图之上有四个凹槽似乎是阵眼之类的关键所在。	[NAME] Đi đến trước bàn gỗ, phát hiện trên bàn gỗ bày ra một tấm trận đồ. Trận đồ phía trên có Tứ Cái lỗ khảm tựa hồ là trận nhãn loại hình nơi mấu chốt.
[NAME]凝神查看，发现东方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME] Ngưng thần xem xét, phát hiện phía đông chỗ lồi lõm đang hơi phát sáng. Nhưng nơi trận đồ này đã bật sáng rồi.
[NAME]凝神查看，发现东方的凹槽正微微发亮。	[NAME] Ngưng thần xem xét, phát hiện phía đông chỗ lồi lõm đang hơi phát sáng.
[NAME]凝神查看，发现南方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME] Ngưng thần xem xét, phát hiện phía nam chỗ lồi lõm đang hơi phát sáng. Nhưng nơi trận đồ này đã bật sáng rồi.
[NAME]凝神查看，发现南方的凹槽正微微发亮。	[NAME] Ngưng thần xem xét, phát hiện phía nam chỗ lồi lõm đang hơi phát sáng.
[NAME]凝神查看，发现西方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME] Ngưng thần xem xét, phát hiện phía tây chỗ lồi lõm đang hơi phát sáng. Nhưng nơi trận đồ này đã bật sáng rồi.
[NAME]凝神查看，发现西方的凹槽正微微发亮。	[NAME] Ngưng thần xem xét, phát hiện phía tây chỗ lồi lõm đang hơi phát sáng.
[NAME]凝神查看，发现北方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME] Ngưng thần xem xét, phát hiện phía bắc chỗ lồi lõm đang hơi phát sáng. Nhưng nơi trận đồ này đã bật sáng rồi.
[NAME]凝神查看，发现北方的凹槽正微微发亮。	[NAME] Ngưng thần xem xét, phát hiện phía bắc chỗ lồi lõm đang hơi phát sáng.
这部分阵图已经被点亮了。	Đại bộ phận trận đồ này bị bật sáng rồi.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道碧绿的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn xach bích nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道赤红的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn đỏ đậm nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道灿金的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn ánh kim sáng chói nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道漆黑的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn đen nhánh nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
随着最后一片阵图被点亮，整张阵图光华大放。化做一张图卷投入[NAME]怀中	Thuận theo mảnh trận đồ cuối cùng bị bật sáng, cả trận đồ chói sáng khắp nơi. Dùng một tấm trận đồ quyển để đi vào [NAME] trong lòng
[NAME]尝试对发亮的凹槽中注入法力。没想到阵图上传来一股绝强的反震之力。瞬间将[NAME]的经脉震伤。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Không ngờ trên trận đồ truyền đến một luồng khí phản ngược cực mạnh. Nháy mắt đem [NAME] kinh mạch chấn thương.
真气反震	Chân khí phản chấn
[NAME]尝试对发亮的凹槽中注入法力。然而注入的法力如同泥牛入海，毫无踪迹。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Thế nhưng pháp lực truyền vào như muối đổ bể, không hề có tung tích.
[NAME]游览山中景色，竟然发现一件奇怪的事。一般而言，独立大千世界之外的洞天福地往往不具备日升月落，四季流转之变化。然而以自身元神期的修为感应，此处洞天竟然能明显感到节气阴阳的流转，四季变化居然与外界完全一致。	[NAME] Du lãm cảnh sắc trong núi, lại phát hiện một chuyện kỳ quái. Nói tóm lại, độc lập đại thiên thế giới bên ngoài Động thiên Phúc địa thường thường không có đủ Mặt trời lên cao mặt trăng lặn, biến hóa vòng chảy bốn mùa. Thế mà lấy tu vi nguyên thần của bản thân cảm ứng, nơi động thiên này vậy mà có thể cảm nhận rõ ràng vòng chảy của tiết âm dương, biến hóa bốn mùa lại hoàn toàn giống như thế giới bên ngoài.
“这是沟通大千小千的大神通啊！”意识到这一点的同时，[NAME]被道法无垠之玄妙震撼，竟然大有所悟。	"Đây là nối liền với đại thần thông của đại thiên tiểu thiên a!" Nhận thức được điểm này đồng thời, [NAME] bị huyền diệu của đạo pháp bao la rung động, lại có nhiều chỗ lĩnh ngộ ra.
[NAME]游览山中景色，觉得此地仙境真的美轮美奂。不过[NAME]总觉得这里和自己去过的其他洞天福地有什么不一样的地方。	[NAME] Du lãm cảnh sắc trong núi, cảm thấy tiên cảnh này thật lộng lẫy. Bất quá [NAME] tổng cảm thấy  nơi này cùng bản thân đi qua Cái khác Động thiên Phúc địa có cái gì không giống địa phương.
“毕竟是青莲仙人缔造的仙境，有些不同也是理所应当嘛！”[NAME]并没有深究这件事。	"Dù sao cũng là tiên cảnh do Thanh Liên tiên nhân dựng nên, có chỗ không giống cũng là đương nhiên thôi!" [NAME] Cũng không có nghiên cứu kỹ sự việc này.
[NAME]漫步游览，发现此时如外界一般，正是春天时分，万物复苏。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa xuân, vạn vật sống lại.
[NAME]漫步游览，发现此时如外界一般，正是夏天时分，烈日高照。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa hạ, mặt trời trên cao chói chan.
[NAME]漫步游览，发现此时如外界一般，正是秋天时分，满山金红。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa thu, khắp núi đỏ vàng.
[NAME]漫步游览，发现此时如外界一般，正是冬天时分，银装素裹。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa đông, Màu bạc bao phủ khắp nơi.
[NAME]无意之间发现了登仙台上杂乱的纹理竟然是反向书写的古代篆文，他将所有的篆文转录下来并施法，成功打开了一间隐藏的密室，并获得了东华帝君留下的传承。	[NAME] vô ý ở giữa phát hiện Đăng Tiên Đài thượng tạp nhạp hoa văn lại là đảo ngược viết cổ đại chữ triện, hắn đem tất cả chữ triện xoay lại đồng thời thi pháp, thành công mở ra một gian mật thất ẩn tàng, cũng thu được truyền thừa Đông Hoa Đế Quân để lại.
[NAME]尽可能的探索了登仙台的每一寸土地，但还是一无所获。	[NAME] Tận khả năng thăm dò Đăng Tiên Đài mỗi một tấc đất, nhưng vẫn không thu hoạch được gì.
东华帝君的遗迹已经被有缘人得到，[NAME]欣赏了一下此处的风景就离开此地。	Đông Hoa Đế Quân di tích đã bị người hữu duyên đạt dược, [NAME] Thưởng thức phong cảnh nơi đây một chút rồi rời đi.
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。	[NAME] Mang thành kính chi tâm tiến vào Phi Lôi Động, phát hiện nơi đây bố trí dị thường đơn giản, chỉ có một cái giường đá cùng một cái bàn đá, Trừ đi bốn góc của bàn đá có bốn vết sâu tựa như dùng lâu ngày mà ra, thì không có gì dị thường.
[NAME]行礼以示尊敬，刚准备离开此地，突然福至心灵。[NAME]竟然莫名想起青莲山山腰竹庐中的神秘阵图。	[NAME] Hành lễ tỏ vẻ tôn kính, vừa chuẩn bị rời khỏi nơi này, Đột nhiên phúc chí tâm linh. [NAME] lại tự dưng nghĩ đến trận đồ trong trúc lư ở sướn núi Thanh Liên Sơn.
“这其中一定有关联！”[NAME]心中巨震，但知道此地有一位蜀山的太上长老看守，只能暂时假装神色不变的离开此地	"Bên trong nhất định có liên quan!" [NAME] trong lòng rung động, nhưng biết được nơi này có vị trưởng lão thái thượng của Thục Sơn trông coi, chỉ có thể thần sắc bất biến
[NAME]再次来到石桌前，果然发现四象遮天图微微颤动，似乎有所感应。然而此时此地，在蜀山太上长老的看守下，[NAME]并不敢轻举妄动……	[NAME] Lại đến trước bàn đá, Quả nhiên phát hiện Tứ tượng già thiên đồ có chút rung động , tựa như có cảm ứng. Nhưng giờ này nơi đây, dưới sự trông coi của trưởng lão thái thượng Thục Sơn, [NAME] cũng không dám manh động...
该怎么办呢？是否要通知蜀山联合调查？或是创造一个无人的机会，偷偷尝试？[NAME]若有所思，先行离开此地。(未完待续)	Nên làm gì bây giờ ? Có cần báo cho Thục Sơn liên hợp điều tra không ? Hoặc là tạo ra một cơ hội lúc không có người, lén thử xem? [NAME] như có điều suy nghĩ, trước tiên rời khỏi nơi này. (Chưa xong còn tiếp)
[NAME]再次来到石桌前，想到已经从青莲仙山取得的四象遮天图，暗自琢磨此物是否是关键所在。	[NAME] Lại đến trước bàn đá, nghĩ đến lấy được tứ tượng che thiên đồ từ Thanh Liên tiên nhân, âm thầm cân nhắc vật này phải chăng có chỗ liên quan.
[NAME]再来飞雷洞，观察凹痕，却并没有什么新的线索发现。一番探查后无果，只能暂时离去。	[NAME] Quay lại Phi Lôi Động, quan sát vết lõm, lại không có phát hiện manh mối gì mới. Sau một phen tra xét không có kết quả, chỉ có thể tạm thời rời khỏi.
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。[NAME]行礼以示尊敬，便离开了此地。	[NAME] Mang thành kính chi tâm tiến vào Phi Lôi Động, phát hiện nơi đây bố trí dị thường đơn giản, chỉ có một cái giường đá cùng một cái bàn đá, Trừ đi bốn góc của bàn đá có bốn vết sâu tựa như dùng lâu ngày mà ra, thì không có gì dị thường. [NAME] Hành lễ tỏ vẻ tôn kính, liền rời đi.
[NAME]敏锐的捕捉到了那一丝灵光，盘膝而坐，自丹霞绝壁的奇景中参悟出一套心法。	[NAME] Nhạy cảm bắt được một tia linh quang, ngồi xếp bằng, ở trong Đan Hà Tuyệt Bích kỳ cảnh lĩnh hội được một bộ tâm pháp.
[NAME]苦苦思索，但是始终无法抓住那一闪而逝的灵光，只得无奈离去。	[NAME] Khổ sở suy nghĩ, nhưng từ đầu tới cuối không cách nào bắt được linh quang chợt lóe rồi biến mất kia, đành phải bất đắc dĩ rời đi.
[NAME]欣赏了这罕见的奇景，随后离开了此地。	[NAME] Thưởng thức kỳ cảnh hiếm thấy này, sau đó bỏ về.
[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，却发现这道轨迹缺多有残缺，无法识别。[NAME]只得将这纹理记下来，带回了门派。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên từ nơi sâu xa hiện lên một đạo linh quang, mây mù cuồn cuộn ở trước mắt tựa hồ hình thành một quỹ tích thần kỳ. [NAME] ngưng thần nhìn kỹ, lại phát hiện quỹ tích này thiếu xót quá nhiều, không cách nào phân biệt. [NAME] Đành phải ghi nhớ lại hoa văn này, mang về môn phái.
[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，发现这道轨迹与凤栖崖梧桐木上的痕迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên từ nơi sâu xa hiện lên một đạo linh quang, mây mù cuồn cuộn ở trước mắt tựa hồ hình thành một quỹ tích thần kỳ. [NAME] ngưng thần nhìn kỹ, Phát hiện đạo này quỹ tích cùng Phượng Tê Nhai ngô đồng Mộc ở phía trên vết tích tựa hồ có thể bổ sung. \n[NAME] Thử đem hai bộ hoa văn hợp lại, vậy mà từ đó ngộ ra một bộ bí pháp.
[NAME]欣赏了一会这里的景色，随后离开了此地。	[NAME] Thưởng thức cảnh sắc nơi đây một hồi, sau đó bỏ về.
[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成，细看之下，却发现似乎残缺了一半，无法识别。[NAME]只得将这纹理记下来，带回了门派。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên Phát hiện trước mắt ngô đồng Mộc ở phía trên hoa văn tựa hồ cũng không phải là thiên nhiên tạo ra, sau khi nhìn kỹ, lại phát hiện tựa hồ là một nửa không trọn vẹn, không cách nào phân biệt. [NAME] Đành phải ghi nhớ lại hoa văn này, mang về môn phái.
[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成。[NAME]凝神细看，发现这些纹理与潜龙渊云海中的轨迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên Phát hiện trước mắt ngô đồng Mộc ở phía trên hoa văn tựa hồ cũng không phải là thiên nhiên tạo ra. [NAME] ngưng thần nhìn kỹ, Phát hiện những hoa văn này cùng Tiềm Long Uyên biển mây bên trong quỹ tích tựa hồ có thể bổ sung. \n[NAME] Thử đem hai bộ hoa văn hợp lại, vậy mà từ đó ngộ ra một bộ bí pháp.
[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑千钧冲击之势化入剑法之中，领悟出一套绵绵不绝的剑势。	[NAME] đột nhiên trong lòng có rung động, [IT] nhắm mắt ngưng thần, vậy mà đem khí thế thiên quân xung kích của thác nước hóa nhập vào kiếm pháp, lĩnh ngộ ra một bộ kiếm thế miên miên không dứt.
[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑绵绵不绝之势融入自身气脉运转之中，领悟出一套悠久绵长的吐纳之术。	[NAME] đột nhiên trong lòng có rung động, [IT] nhắm mắt ngưng thần, vậy mà đem cái này thác nước rả rích không dứt chi thế dung nhập tự thân khí mạch vận chuyển bên trong, lĩnh ngộ ra một bộ Thổ Nạp Chi Thuật.
[NAME]发现洞口的纹理似乎和《太上忘情道》扉页上所画的代表极天宫的符号有些相似，但又有许多不同。[NAME]以各种手法试探这些符号，但毫无结果，只能离去。	[NAME] Phát hiện hoa văn của cửa động dường như có hơi tương tự hoa văn trên < Thái Thượng Vong Tình Đạo > đại diện cho ký hiệu của Cực Thiên Cung, nhưng lại có nhiều thứ bất đồng. [NAME] Với các loại thủ pháp để thử ký hiệu này, nhưng không hề có kết quả, chỉ có thể rời đi.
[NAME]对此处的探索毫无头绪，只得离去。	[NAME] Thăm dò không có đầu mối gì với nơi này, chỉ phải rời đi.
[NAME]仔细参悟石壁，发现这些石壁上的图形，与《太上忘情道》的运功路线同源同理。	[NAME] Tỉ mỉ tìm hiểu thạch bích, phát hiện đồ hình trên những thạch bích này, cùng < Thái Thượng Vong Tình Đạo > lộ tuyến vận công cùng một nguyên lý.
[NAME]仔细体悟，对照自己对功法的理解，大有领悟！	[NAME] Tỉ mỉ thể ngộ, đối chiếu với sự thấu hiệu công pháp của mình, có rất nhiều lĩnh ngộ!
[NAME]仔细参悟石壁，虽然大多数无法看懂，但触类旁通之下，还是大有感悟！。	[NAME] Tỉ mỉ tìm hiểu thạch bích, tuy đa số nhìn không hiểu, nhưng dưới phép loại suy, vẫn có rất nhiều cảm ngộ! .
[NAME]仔细调查石壁，隐隐之间察觉到石壁上的符号似乎隐藏着什么信息。但是[NAME]却始终抓不到那一丝灵感，只得作罢。	[NAME] Tỉ mỉ điều tra thạch bích, trong mơ hồ phát giác được vách đá ở phía trên ký hiệu tựa hồ ẩn giấu đi tin tức gì. Nhưng mà [NAME] thủy chung không bắt được linh cảm đó, đành phải coi như thôi.
[NAME]看着石壁上天然生成的纹路，不禁再次感慨造化神奇。	[NAME] Nhìn đường văn thiên nhiên trên thạch bích, không khỏi một lần nữa cảm khái tạo hóa thần kỳ.
[NAME]发现造化玉籽已经凝结，于是按照秘法将其采集下来。	[NAME] Phát hiện Hạt ngọc tạo hóa đã ngưng kết, vì vậy hái nó xuống theo lời bí pháp.
[NAME]发现三年之期未满，造化玉籽并未凝结。只得离去。	[NAME] Phát hiện chưa đủ chu kỳ ba năm, Hạt giống tạo hóa vẫn chưa ngưng kết. Chỉ phải rời đi.
[NAME]决定离开此地。	[NAME] Quyết định rời khỏi nơi đây.
[NAME]来到龙台遗迹，一番找寻之下，竟然真的找到一些宝物。	[NAME] Đi đến di tích Long Đài , sau một phen tìm kiếm , vậy mà lại thật sự tìm được một vài bảo vật .
