Key	Value
魔(封闭)	Ma (Phong bế)
魔(恸哭)	Ma (Khóc thảm thiết)
恸哭	Khóc thảm thiết
被施法	Bị thi pháp
被吸灵	Bị hấp linh
感悟天地	Thấu hiểu thiên địa
飞升	Phi Thăng
观礼	Quan lễ
接受铸体	Tiếp nhận chú thể
铸体	Chú thể
参悟	Lĩnh hội
准备讲道	Chuẩn bị giảng đạo
讲道	Giảng đạo
听讲	Nghe giảng
护法	Hộ pháp
绘制	Biểu đồ
拜师	Bái sư
收徒	Thu đồ đệ
被夺舍	Bị đoạt xá
夺舍	Đoạt xá
接受传授	Tiếp nhận truyền thụ
传授	Truyền thụ
跟随{0}	Tùy tùng{0}
沉睡	Ngủ say
建造:{0}	Xây dựng:{0}
伐木	Đốn củi
移除:{0}	Dọn dẹp:{0}
拆除:{0}	Dỡ bỏ:{0}
老子好饿，只能吃土了！	Lão tử quá đói, chỉ có thể ăn đất!
享用:{0}	Hưởng dụng:{0}
喂给{0}{1}	Đút cho{0}{1}
东西	Đồ vật
战斗中	Đang chiến đấu
维修:{0}	Sửa chữa và bảo dưỡng:{0}
娱乐:{0}	Tiêu khiển:{0}
摔倒	Ngã sấp
前往:{0}	Đi đến:{0}
前往:目标点	Đi đến: Điểm mục tiêu
收获:{0}	Thu hoạch:{0}
倒地	Ngã xuống đất
进入建筑	Bước vào công trình
手工制作	Chế tác thủ công
切石	Cắt đá
裁缝	May vá
做东西	Làm này nọ
采矿	Lấy khoáng
开采:{0}	Khai thác:{0}
拾取	Nhặt
放下:{0}	Buông xuống:{0}
抱起:{0}	Ôm lấy:{0}
种植:{0}	Trồng trọt:{0}
放下	Buông xuống
调查:{0}	Điều tra:{0}
安装建筑:{0}	Lắp đặt kiến trúc:{0}
凶宅	Nhà hung
{0}正在发挥药效	{0}Dược hiệu đang phát huy
治疗:{0}上的{1}	Trị liệu:{0}ở phía trên{1}
孵化中	Đang ấp trứng
施放	Tung ra
聚气	Tụ khí
\n来自：{0}	\nđến từ:{0}
{0}对其施展的{1}	{0}Thi triển với{1}
似乎什么都不会发生	Dường như không xảy ra gì
{0}可能会出现{1}	{0}Có khả năng sẽ xuất hiện{1}
似乎没有什么特殊的事情发生	Dường như không xảy ra chuyện đặc thù gì
门派近期派人前往{0}可能{1}	Môn phái gần đây phái người đi đến{0}khả năng{1}
某地	Nơi nào đó
被替换	Bị hoán đổi
激活中	Đang kích hoạt
遇到有缘人	Gặp phải người hữu duyên
有所奇遇	Có được kỳ ngộ
与人发生争斗	Xảy ra đánh nhau với người
与当地门派有所交流	Có giao lưu với môn phái địa phương
有所收获	Có thu hoạch
大有收获	Thu hoạch rất nhiều
探听到重要消息	Thám thính được tin tức quan trọng
小有收获	Có chút thu hoạch
施法	Thi phép
吸灵	Hấp linh
结丹	Kết đan
突破瓶颈	Đột phá bình cảnh
御物	Ngự vật
炼器中	Đang luyện khí
不限制	Không hạn chế
男	Nam
女	Nữ
人类	Nhân loại
出身	Xuất thân
历世	Từng trải
特殊	Đặc thù
插入角色名字	Cắm vào Nhân vật Danh tự
插入第三人称代词（他/她）	Cắm vào thứ ba nhân xưng đại từ (hắn/nàng)
插入语第三人称物主代词（他的/她的）	Thành phần xen kẽ thứ ba nhân xưng vật chủ đại từ (hắn/nàng)
未选择需要删除的内容	Không có nội dung để xóa
删除成功	Xóa bỏ Thành công
新故事	Câu chuyện mới
输入数值	Nhập giá trị
添加特性	Tăng thêm đặc tính
请选择需要保存的内容	Vui lòng chọn nội dung bạn muốn lưu
有需要保存的内容还没有名字	Không có tên cho nội dung cần được lưu.
需要保存的内容还没有名字	Nội dung cần lưu chưa có tên.
保存成功	Bảo tồn Thành công
背景故事{0}数据写入中...	Bối cảnh cố sự{0}số liệu viết nhập Trung...
正常	Bình thường
白	Bạch
黑	Hắc
灰	Xám
壮	Tráng
胖	Bàn
花布	Vải hoa
靛蓝布	Vải chàm
紫布	Vải tím
黄布	Vải vàng
蓝布	Vải xanh
红布	Vải đỏ
白布	Vải trắng
黑布	Vải đen
现在退出未保存的数据将丢失	Hiện tại rời khỏi Vị  bảo tồn số liệu đem Mất đồ
未选择需要上传的内容	Vị  Lựa chọn cần thượng truyền Nội dung
单次上传的轮回者最多允许 20 个	Đan lần tới truyền Luân hồi giả nhiều nhất cho phép 20 Cái
轮回者{0}数据与已有的数据冲突，无法保存	Luân hồi giả{0}số liệu cùng đã có số liệu xung đột, không cách nào bảo tồn
轮回者{0}缺少描述，无法保存	Luân hồi giả{0}thiếu khuyết miêu tả, không cách nào bảo tồn
等轮回者	Chờ Luân hồi giả
[作者]\r\n	[tác giả]\r\n
[简介]\r\n	[giới thiệu vắn tắt]\r\n
[内容]\r\n	[Nội dung]\r\n
本地轮回者	Bản Địa Luân hồi giả
文中含有敏感词汇，请斟酌后重书。	Bên trong ẩn chứa từ ngữ nhạy cảm, xin hãy châm chước rồi hãy đọc.
是	Phải
年龄不足	Tuổi không đủ
{1}:{2:F2}\n(先天:{3:F2}后天:{4:F2})\n{0}	{1}:{2:F2}\n(Tiên Thiên:{3:F2}hậu thiên:{4:F2})\n{0}
总值	Tổng giá trị
\n\n[color=#9e6404]不能共存：[/color]	\n\n[color=#9e6404]Không thể cùng tồn tại: [/color]
[新手推荐]\n	[Đề cử tân thủ]\n
未选择需要保存的内容	Vị  Lựa chọn cần bảo tồn Nội dung
轮回者{0}缺少描述	Luân hồi giả{0}thiếu khuyết miêu tả
自制轮回者	Tự chế Luân hồi giả
轮回者{0}数据写入中...	Luân hồi giả{0}số liệu viết nhập Trung...
添加新故事	Tăng thêm chuyện xưa mới
键位的编码已被使用，请更换编码！	Phím mã hóa đã được sử dụng, xin thay đổi mã hóa!
类型或ID不能为空！	Loại hình hoặc ID không thể vì Không!
 或 	 hoặc
天苍{0}年{1}第{2}日	Mùa{1}Năm{0}ngày{2}
加载自动过期信息有问题！报错：{0}	Có vấn đề xảy ra quá thời hạn tự động tải thêm ! Báo lỗi:{0}
加载条件过期信息有问题！报错：{0}	Có vấn đề xảy ra quá thời hạn tải thêm điều kiện ! Báo lỗi:{0}
加载查看移除信息有问题！报错：{0}	Có vấn đề xảy ra khi kiểm tra di dời và xóa bỏ! Báo lỗi:{0}
加载历史消息	Tải thông báo cũ
消息属性{0}存在问题	Thông báo{0}có vấn đề
[{0}前]	[{0}trước]
开始载入补丁	Bắt đầu tải bản vá
加载{0}配置文件	Tải thêm{0}sắp xếp văn kiện
修复程序加载失败，错误信息：{0}	Sửa chửa trình tự tải thêm thất bại, Lỗi tin tức:{0}
请先接受 Steam 工作坊法律协议 : 	Mời Tiên tiếp nhận Steam công tác phường pháp luật hiệp nghị :
建立物品的使用者目前已被社群封锁	Thành lập Vật phẩm người sử dụng trước mắt đã bị xã Quần phong tỏa
长时间未响应，建议重新建立	Dài thời gian Vị  hưởng ứng, đề nghị một lần nữa thành lập
使用者目前并未登入 Steam	Người sử dụng trước mắt cũng không đăng nhập Steam
请检查需要上传的文件是否已丢失或处于打开状态	Mời kiểm tra cần thượng truyền văn kiện phải chăng đã Mất đồ hoặc ở vào Mở ra trạng thái
预览图像需小于 1 MB，或云端空间不足。	Dự lãm hình ảnh cần Nhỏ hơn 1 MB, hoặc đám mây không gian không đủ.
未知错误_{0}	Không biết Lỗi _{0}
数据拉取失败，请检查网络是否正常连接Steam	Số liệu kéo lấy Thất bại, mời kiểm tra mạng lưới phải chăng Bình thường  kết nối Steam
请取消该MOD在WEGAME上的审核状态，审核中的MOD无法进行修改编辑	Mời Hủy bỏ nên MOD tại WEGAME ở phía trên xét duyệt trạng thái, xét duyệt bên trong MOD không cách nào tiến hành sửa chữa biên tập
上传错误，请重试！	Thượng truyền Lỗi, mời thử lại!
还未设置该模组的预览图	Còn chưa thiết trí nên mô tổ dự lãm Đồ
还未设置该模组的名称	Còn chưa thiết trí nên mô tổ danh xưng
确定更新模组内容吗？	Xác định đổi mới mô tổ Nội dung sao?
分享	Chia sẻ
\r\n[内容]	\r\n[Nội dung]
上传	Thượng truyền
更新	Đổi mới
图片(*.png;*.jpg)\0*.png;*.jpg	Hình ảnh (*. png;*. jpg)\0*. png;*. jpg
选择预览图	Lựa chọn dự lãm Đồ
请确认comdlg32.ocx是否丢失！_{0}	Xin xác nhận comdlg32. ocx phải chăng Mất đồ! _{0}
最新上传	Mới nhất thượng truyền
订阅数最多	Đặt mua số nhiều nhất
评分最高	Cho điểm tối cao
投票失败！	Bỏ phiếu Thất bại!
类型:	Loại hình:
订阅数:	Đặt mua số:
作者:	Tác giả:
读取中...	Đang đọc...
评分:	Cho điểm:
\r\n[简介]	\r\n[giới thiệu vắn tắt]
[作者]\r\n	[tác giả]\r\n
[简介]	[giới thiệu vắn tắt]
未拉取到投票信息	Vị  kéo vào tay bỏ phiếu tin tức
全部	Toàn bộ
模组商店只在WeGame和Steam平台提供。\n开发不易，请支持正版。感谢！	Mô tổ cửa hàng chỉ ở WeGame cùng Steam bình đài cung cấp.\nkhai phát không dễ, xin ủng hộ chính bản. Cám ơn!
模组可能处于审核状态或已下架，未能正常下载	Mô tổ khả năng ở vào xét duyệt trạng thái hoặc đã loại bỏ, chưa thể Bình thường  download
{0}下载失败，请检查网络连接是否稳定，同时移至Steam下载界面恢复下载	{0}download Thất bại, mời kiểm tra mạng lưới kết nối phải chăng ổn định, đồng thời dời đi Steam download Giao diện khôi phục lại chở
正在下载 ：	Đang download :
{0}下载超时，请检查网络连接，或移至Steam下载界面恢复下载	{0}download quá thời gian, mời kiểm tra mạng lưới kết nối, hoặc dời đi Steam download Giao diện khôi phục lại chở
{0}下载超时，请检查网络连接，是否继续下载	{0}download quá thời gian, mời kiểm tra mạng lưới kết nối, phải chăng Tiếp tục  download
有资源未下载完成，退出将被取消，确定要退出吗？	Có tài nguyên chưa xuống chở hoàn thành, rời khỏi đem bị Hủy bỏ, xác định muốn rời khỏi?
添加新标签	Tăng thêm Tân nhãn hiệu
设置的版本号未高于原版本号，请确认	Thiết trí phiên bản hào Vị  cao hơn nguyên bản Bản hào, xin xác nhận
设置的所需游戏版本比当前游戏版本更高，请确认	Thiết trí cần thiết Trò chơi phiên bản so trước mắt Trò chơi phiên bản cao hơn, xin xác nhận
不存在预览图！	Không tồn tại dự lãm Đồ!
请设定标签！	Mời thiết lập nhãn hiệu!
万界天宫	Vạn giới Thiên Cung
外观美化	Vẻ ngoài mỹ hóa
功能增强	Công năng tăng cường
易用性	Dịch dùng tính
大型综合	Cỡ lớn tổng hợp
轮回者	Luân hồi giả
丹药	Đan Dược
物品	Vật phẩm
装备	Trang bị
建筑	Công trình
检测服务器MOD...	Kiểm trắc Server MOD...
更新MOD信息...	Đổi mới MOD tin tức...
上传中，请耐心等待...	Thượng truyền Trung, Xin hãy kiên nhẫn...
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现	Thượng truyền Thành công! Ước chừng cần 10 phút thời gian mới có thể tại mô tổ đặt mua bảng Trung xuất hiện
上传失败!错误信息：{0}\n是否选择无预览图上传	Thượng truyền Thất bại! Lỗi tin tức:{0}\nphải chăng Lựa chọn Không dự lãm Đồ thượng truyền
上传失败!错误信息：{0}	Thượng truyền Thất bại! Lỗi tin tức:{0}
上传成功！已提交审核请等待！	Thượng truyền Thành công! Đã Gửi xét duyệt mời Chờ đợi!
围观	Hóng hớt
慕名而来	Mộ danh mà đến
劫掠而来	Đến vì cướp bóc
雷击	Sét đánh
混沌初开，乾坤始奠	Hỗn nguyên sơ khai, càn khôn vừa lập
生成云雾	Tạo mây mù
生成山川	Tạo sông núi
生成河流	Tạo sông ngòi
整理山脉	Chỉnh sửa núi non
埋下矿石	Chôn khoáng thạch xuống
生成星辰日月	Tạo tinh thần nhật nguyệt
生成大地土壤	Tạo đất đai đại địa
埋下灵脉	Chôn linh mạch xuống
喝杯水	Uống miếng nước
偷埋宝藏	Trộm bảo tàng chôn dưới đất
推演灵气流动	Thúc đẩy linh khí lưu động
推演星辰变化	Thúc đẩy tinh thần biến hóa
可爱的动物	Động vật đáng yêu
放点	Đặt một chút
播种	Gieo trồng
成长	Trưởng thành
推演万物生长	Thúc đẩy vạn vật sinh trưởng
上古时期叱咤风云的[{1}]·[{0}]出世了！	Oai phong một cõi thời thượng cổ  [{1}]·[{0}]xuất thế rồi !
发现新的地点：{0}	Phát hiện địa điểm mới:{0}
但是这个地点你已经知道了	Thế nhưng địa điểm này bạn đã biết rồi
自然与环境	Thiên nhiên và môi trường
一窝孕育中的	Một tổ đang dựng dục
难度管理器	Dụng cụ quản lý độ khó
少量的	Chút ít
较多的	Khá nhiều
大量的	Lượng lớn
巨量的	Lượng cực lớn
{0}{1}经验	{0}{1}Kinh nghiệm
获得配方：{0}	Thu được phối phương:{0}
习得符咒：{0}	Học được phù chú:{0}
{0:F1}点{1}	{0:F1}điểm{1}
(技能)	(kỹ năng)
{0}→[color=#009900]{1}(相生)[/color]	{0}→[color=#009900]{1}(Tương sinh )[/color]
{0}→[color=#990000]{1}(相克)[/color]	{0}→[color=#990000]{1}(Tương khắc )[/color]
{0}→[color=#999900]{1}(归元)[/color]	{0}→[color=#999900]{1}(Quy nguyên)[/color]
功法秘籍	Bí tịch công pháp
的宝贝	Bảo bối
{0}习得[{1}]\n[color=#D06508]{2}[/color]	{0}tập được [{1}]\n[color=#D06508]{2}[/color]
[color=#880000](丢失)[/color]	[color=#880000](Mất đồ)[/color]
[color=#880000](未激活)[/color]	[color=#880000](Chưa kích hoạt)[/color]
[color=#880000](模组版本不符:v{0})[/color]	[color=#880000](Phiên bản mod không hợp:v{0})[/color]
[color=#880000](游戏版本过低:{0})[/color]	[color=#880000](Phiên bản trò chơi quá thấp :{0})[/color]
[color=#880000](不再支持的MOD版本:{0})[/color]	[color=#880000](không còn ủng hộ MOD phiên bản:{0})[/color]
[color=#008800](正常)[/color]	[color=#008800](Bình thường )[/color]
\n使用模组:\n	\nSử dụng mod :\n
加载资源	Đang tải tài nguyên
大能出世	Đại năng xuất thế
大地与土壤	Mặt đất và đất đai
生成世界	Tạo thế giới
开天辟地	Khai thiên tích địa
{0}{1}{2}等级\n	{0}{1}{2}Đẳng cấp\n
{0}{1}{2}经验\n	{0}{1}{2}Kinh nghiệm\n
{0}{1}{2}等级(提高上限)\n	{0}{1}{2}Đẳng cấp (Tăng giới hạn trên)\n
天道影响	Thiên đạo ảnh hưởng
{0}{1}{2}等级	{0}{1}{2}Đẳng cấp
{0}{1}{2}经验	{0}{1}{2}Kinh nghiệm
{0}{1}{2}等级(提高上限)	{0}{1}{2}Đẳng cấp (Tăng giới hạn trên)
一个Modifier	Nhất Cái Modifier
成员	Thành viên
堂主	Đường chủ
被击	Bị đánh
{0}天{1:D2}:{2:D2}	Ngày{0}lúc{1:D2}:{2:D2}
丢失核心	Mất đi hạch tâm
食用了{0}	Ăn được rồi{0}
内灵气	Linh khí bên trong
傀·	Khôi ·
尸·	Thi ·
失去控制	Mất đi khống chế
怀孕中	Đang có thai
额外掉落需要在精英怪上才能生效	Ngoài định mức điệu lạc cần ở trên quái tinh anh mới có hiệu lực
[color=#306BC7]获得了新的修炼功法：{0}[/color]	[color=#306BC7]Nhận được công pháp tu luyện mới:{0}[/color]
{0}引荐了几个弟子	{0}dẫn đến mấy tên đệ tử
获得秘籍：{0}X{1}	Thu được bí tịch:{0}X{1}
获得秘籍：《{0}》 X{1}	Thu được bí tịch: <{0}> X{1}
获得符咒：{0}X{1}	Thu được phù chú:{0}X{1}
历练	Lịch luyện
{0}的{1}受伤了!	{0}{1}Bị thương rồi!
{0}受伤了!	{0}Bị thương rồi!
{0}点 门派声望	{0}điểm Danh vọng môn phái
{1}点 [{0}]好感度	{1}điểm [{0}]Độ hảo cảm
{0}点{1}	{0}điểm{1}
{0}获得称号 [{1}]	{0}nhận được danh hiệu [{1}]
{1}习得秘籍：《{0}》	{1}Học được bí tịch: <{0}>
{1}获得参悟经验：{0:F0}点	{1}Thu được điểm lĩnh hội:{0:F0}điểm
[{0}]瓶颈已突破	[{0}]Đã đột phá bình cảnh
活物组成	Vật sống cấu thành
重生	Trùng sinh
[{0}]缺少人手\n	[{0}]Thiếu nhân thủ\n
一个特性	Một đặc tính
{0}带来的{1}{2}	{0}Mang đến{1}{2}
{0}带来的{1}导致{2}被破坏	{0}Mang đến{1}dẫn đến{2}bị phá hư
{0}导致{1}被破坏	{0}dẫn đến{1}bị phá hư
失去{0}	Mất đi{0}
轻身符	Khinh Thân Phù
怠工	Lười biếng
阳寿已尽	Dương thọ đã tận
同意	Đồng ý
拒绝	Cự tuyệt
已领悟\n	Đã Lĩnh ngộ\n
秘籍异常\n	Bí tịch dị thường\n
自行领悟，不可传授。\n	Tự hành Lĩnh ngộ, không thể Truyền thụ.\n
参悟不足({0}/{1})\n	Lĩnh hội không đủ ({0}/{1})\n
境界不够({0}/{1})\n	Không đủ cảnh giới ({0}/{1})\n
不能共存：{0}\n	Không thể cùng tồn tại:{0}\n
前置条件：{0}\n	Trước đưa điều kiện:{0}\n
角色已死亡	Nhân vật đã tử vong
\n不能共存：{0}	\nKhông thể cùng tồn tại:{0}
\n金丹品级不够：{0}品	\nPhẩm cấp kim đan không đủ :{0}phẩm
\n灵气最大值不够：{0:F0}/{1:F0}	\nKhông đủ linh khí tối đa:{0:F0}/{1:F0}
\n天劫洗礼次数不够：{0:N0}/{1:N0}	\nKhông đủ số lần Thiên kiếp tẩy lễ:{0:N0}/{1:N0}
\n参悟不足：{0:F0}/{1:F0}	\nLĩnh hội không đủ:{0:F0}/{1:F0}
\n道行不够：{0}	\nKhông đủ đạo hạnh :{0}
\n已达到道行上限	\nĐã đạt được đạo hạnh tối đa
\n前置条件：{0}	\ntrước đưa điều kiện:{0}
\n境界不够：{0}	\nKhông đủ cảnh giới:{0}
\n{0}等级：{1}/{2}	\n{0}Đẳng cấp:{1}/{2}
{1}{0:F0}精元\n	{1}{0:F0}Tinh nguyên\n
{0}瓶颈突破成功	{0}Đột phá bình cảnh thành công
仙人{0}经过无量劫难，度{1}重天劫，于天苍历{2}年{3}斩断尘缘，以{4}证得天仙之境。	Tiên nhân{0}Trải qua vô số kiếp nạn, Độ{1}Trọng thiên kiếp, Thiên Thương năm{2}{3}Chặt đứt trần duyên, với{4}đạt Thiên tiên chi cảnh.
瓶颈突破失败	Đột phá bình cảnh thất bại
天劫	Thiên kiếp
遇到瓶颈	Gặp phải bình cảnh
修行运转之法	Phương pháo tu hành vận chuyển
伪造的	Ngụy tạo
\n但似乎是伪造的，效果大打折扣。	\nNhưng hình như là đồ giả, hiệu quả giảm mạnh.
一张随意为之但充满想象力的符咒，不知道会有什么神奇的效果。	Chỉ là một lá bùa ngẫu hứng nhưng tràn đầy trí tưởng tượng, không biết nó sẽ có hiệu quả thần kỳ gì.
角色属性数据	Số liệu thuộc tính nhân vật
\n[color=#9e6404]受以下状态影响:[/color]	\n[color=#9e6404]Bị ảnh hưởng bởi trạng thái sau đây:[/color]
\n情绪影响:\n{0:N0}%	\nẢnh hưởng tâm trạng:\n{0:N0}%
\n境界影响:\n{0:N0}%	\nẢnh hưởng cảnh giới:\n{0:N0}%
非常抱歉！存档失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试再次存档或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:QA@GSQStudio.com。	Vô cùng thứ lỗi! Lưu trữ không thành công.\nTrong lúc tức giận bạn có thể sẽ trách cứ nhà phát triển, bạn quả thật có lý do để làm vậy, chuyện này vốn không nên xảy ra.\nChúng tôi vô cùng xin lỗi! Xin hãy thử lưu trữ lại hoặc đọc lữu trữ cũ.\nNếu như cần giúp đỡ hoặc báo lỗi, Xin hãy gửi email đến:QA@GSQStudio. com.
天下门派	Môn phái thiên hạ
由{0}建立的新兴修仙门派，势力强劲且还在成长。	Từ{0}thành lập mới phát tu tiên Môn phái, thế lực mạnh mẽ và vẫn đang lớn dần.
天苍历{0}年，在修行界{1}的{2}覆灭。	Thiên Thương Lịch năm{0}, tại tu hành giới{1}của{2}bị tiêu diệt.
获得了新的修炼功法：\n[align=center][color=#306BC7]{0}[/color][/align]	Nhận được công pháp tu luyện mới:\n[align=center][color=#306BC7]{0}[/color][/align]
内门弟子数量达到上限:{0}。\n内门弟子数量受门派规模影响。\n你可以扩大门派规模或者将其他弟子踢出门派。	Số lượng đệ tử nội môn đã đến giới hạn:{0}.\nsố lượng đệ tử nội môn chịu ảnh hưởng bởi quy mô môn phái.\nBạn có thể khuếch trương quy mô môn phái hoặc đuổi đệ tử khác đi.
祝贺	Chúc mừng
 再见,{0}!\n	 tạm biệt,{0}!\n
掌门	Chưởng môn
请选择门派后缀	Xin lựa chọn hậu tố môn phái
无名	Vô danh
可以建立门派了	Có thể thành lập môn phái
派	Phái
洞	Động
窟	Quật
楼	Lâu
居	Cư
府	Phủ
坊	Phường
谷	Cốc
园	Viên
苑	Uyển
门	Môn
阁	Các
轩	Hiên
帮	Bang
坞	Ổ
寨	Trại
宫	Cung
宗	Tông
道	Đạo
圣地	Thánh địa
仙境	Tiên cảnh
魔教	Ma giáo
狱	Ngục
陵	Lăng
教	Giáo
魔宫	Ma cung
魔殿	Ma điện
妖窟	Yêu quật
月轮山麓，太一门。\n年关将至，虽然掌教为突破金丹境界，已闭关数日未曾露面。但举派上下已投身在新年将至的喜悦中，无不振奋…… 	Chân núi Nguyệt Luân Sơn, Thái Nhất Môn.\nCửa ải cuối năm sắp tới, mặc dù chưởng môn vì đột phá Kim Đan cảnh giới, đã bế quan mấy hôm chưa từng lộ diện. Nhưng trên dưới toàn phái đã đắm chìm vào sự vui mừng của năm mới sắp tới, ai nấy phấn khởi...
弟子男	Nam đệ tử
听说二师兄昨日已经回山，此番历练又有奇遇……竟然寻得一块星髓，真让人眼红。	Nghe nói nhị sư huynh hôm qua đã về núi, lần này lịch luyện lại có kỳ ngộ... Vậy mà tìm được một khối tinh tủy, làm cho người đỏ mắt.
弟子女	Nữ đệ tử
是啊，就是不知道二师兄喜欢什么样的女孩子。哎呀！不过说起来，掌教真人此番闭关能进阶[color=#ff0000]上品金丹[/color]的话，我们太一门也称得上的名门大派了！	Đúng vậy a, cũng không biết nhị sư huynh thích dạng gì nữ hài tử. Ai nha! Bất quá nói đến, chưởng môn chân nhân lần này bế quan có thể tiến giai [color=#ff0000]Thượng phẩm Kim Đan [/color], chúng ta Thái Nhất Môn cũng được coi là danh môn đại phái!
掌教真人修为精深，一定没问题的……哎，你快看，师妹是怎么了，吃饭的时候还一脸不高兴，难道是我惹她不高兴了？	Chưởng môn chân nhân tu vi tinh thâm, nhất định không có vấn đề... Haiz, ngươi mau nhìn, sư muội làm sao, lúc ăn cơm vẻ mặt không cao hứng, chẳng lẽ là ta chọc giận làm cho nàng không vui?
不知道，但是我敢肯定，一定不是因为师兄你……	Không biết, nhưng mà ta dám khẳng định, không phải là vì sư huynh ngươi...
角色的大部分信息(属性、情绪、健康等)都可以在角色面板查看到。\n情绪是角色最重要的模块，它反应了角色的喜怒哀乐，表达了角色的需求。\n[color=#9e6404]关心角色的情绪，并试图满足角色的需求，是维持门派良好运转的核心手段。[/color]	Phần lớn thông tin nhân vật (Thuộc tính, Cảm xúc, Sức khỏe) đều có thể xem xét tại bảng nhân vật.\nCảm xúc là khung quan trọng nhất của nhân vật, nó thể hiện nhân vật hỉ nộ ái nhạc, biểu đạt nhân vật nhu cầu.\n[color=#9e6404]Quan tâm cảm xúc nhân vật, và thỏa mãn nhu cầu nhân vật, là phương pháp chủ yếu để điều hành môn phái thật tốt. [/color]
查看情绪面板	Xem xét bảng cảm xúc
嘿，别瞎琢磨啦！女人的心思呀，只有我们女人知道，你要是想……	Ha ha, đừng đoán mò! Tâm tư của nữ nhân nha, chỉ có nữ nhân chúng ta rõ, nếu ngươi muốn...
什么？	Cái gì?
女弟子	Nữ đệ tử
竟有外道入侵！快迎敌！	Lại có ngoại đạo xâm lấn! Nhanh nghênh địch!
利用WASD或者鼠标中键移动摄像头。	Sử dụng WASD Hoặc con lăn chuột để di chuyển góc nhìn.
打坐	Đả tọa
等待	Chờ đợi
我滞留结丹境界已久，奈何今日强敌入侵，我需要冒险突破以力挽狂澜。\n本门修行的《长生轮回经》需要在[color=#ff0000]水属性[/color]环境中才能突破成功,现在需要你帮忙建造寒晶鼎一座，以改变此处的五行风水。	Ta đã dừng lại ở cảnh giới kết đan đã lâu, tại sao hôm nay cường địch lại xâm lấn, ta cần mạo hiểm đột phá để ngăn cơn sóng dữ.\nBản môn tu hành < trường sinh Luân Hồi Kinh > cần tại [color=#ff0000]Thủy thuộc tính [/color]Hoàn cảnh bên trong mới có thể đột phá thành công, Hiện tại ngươi cần hỗ trợ kiến tạo một tòa hàn tinh đỉnh, cải biến ngũ hành phong thủy nơi đây.
尊掌门法旨！可是弟子尚为外门弟子，修为不足以忍受寒晶矿附近的酷寒。	Tuân mệnh chưởng môn pháp chỉ! Thế nhưng đệ tử còn là ngoại môn đệ tử, tu vi không đủ để chịu đựng Hàn tinh khoáng phụ cận hàn khí.
赐你[color=#ff0000]太阳符[/color],此物可让你无视寒冷。速去速回。	Ban thưởng ngươi [color=#ff0000]Thái Dương Phù [/color], Vật này để ngươi không bị hàn khí xâm nhập. Đi nhanh rồi trở về.
弟子领命！	Đệ tử lĩnh mệnh!
在游戏中，玩家不能直接控制角色，大部分交互指令都是通过命令指定的方式下达。\n点击对应功能按钮后选择交互对象，即可完成交互指令的下达。	Ở trong trò chơi, người chơi không thể trực tiếp khống chế nhân vật, đại bộ phận mệnh lệnh đều là thông qua hình thức chỉ định.\nNhấn chức năng tương ứng sau đó chỉ định đối tượng, liền có thể hoàn thành mệnh lệnh.
选中需要装备符咒的角色。	Lựa chọn nhân vật cần trang bị phù chú.
点击[装备道具]按钮。	Nhấn vào [Trang bị đạo cụ]nút bấm.
点击[太阳符]完成装备命令。	Nhấn vào [Thái Dương Phù]để hoàn thành trang bị.
很好，接下来你需要将后山的寒晶矿开采出来并熔炼成寒晶锭。熔炉就在矿山的旁边。	Rất tốt, tiếp xuống ngươi cần đem phía sau núi Hàn tinh mỏ Khai thác ra cũng Dung luyện thành Hàn tinh đĩnh. Lò luyện ngay tại bên cạnh quặng mỏ.
游戏中的资源采集，也通过命令下达的方式来完成。\n游戏中针对不同的资源拥有不同的命令。\n例如[开采]对应[矿石]，[砍伐]对应[树木]。	Thu thập tài nguyên trong trò chơi, cũng thông qua mệnh lệnh được đưa ra để hoàn thành.\nTrong trò chơi dựa vào loại tài nguyên mà mệnh lệnh khác nhau.\nVí dụ [Khai thác]Đối ứng [Khoáng thạch], [Chặt cây]Đối ứng [Cây cối].
发布开采命令	Đưa ra lệnh khai thác
命令被发布后,角色会根据[color=#ff0000]工作面板[/color]中的配置，自动承接对应的任务，并完成工作。	Mệnh lệnh tuyên bố xong, Nhân vật sẽ dựa theo [color=#ff0000]Bảng phân công việc [/color]Bên trong sắp xếp, tự động tiếp nhận tương ứng công việc, để hoàn thành công việc.
等待角色完成开采	Đợi nhân vật khai thác thành công
[color=#ff0000]游戏速度[/color]是一项重要功能，你可以通过屏幕左上方的按钮，或者快捷键来调整游戏速度。\n[color=#9e6404]可以通过SPACE暂停，暂停状态下也可以正常发布命令[/color]	[color=#ff0000]Tốc độ trò chơi [/color]Là một chức năng quan trọng, người chơi có thể sử dụng ở phía trên màn hình bên trái, hoặc là phím tắt để điều chỉnh.\n[color=#9e6404]Có thể dùng SPACE Tạm dừng, trạng thái tạm dừng vẫn có thể đưa ra mệnh lệnh như bình thường [/color]
加快游戏速度。	Tăng tốc độ trò chơi.
等待角色完成开采。	Đợi nhân vật khai thác thành công.
