ID	Name	Desc
583	Gián điệp	[NAME] ở kinh thành có một tiệm buôn bán tạp hóa, [IT] tướng mạo bình thường, ngôn từ bất thiện, nhìn qua là một người bình thường. \n nhưng mà [IT] lại là địch quốc tận tâm bí mật bồi dưỡng gián điệp, [IT] được huấn luyện khinh công cao thâm cùng kỹ xảo nghe lén, ẩn náu kinh thành, làm hết sức nắm giữ động tĩnh của triều đình.
584	Đạo tặc	[NAME] sống bằng trộm cắp, nhưng mà [ITS] kỹ thuật rất kém cỏi, thường xuyên bị người bắt được, luôn bị đám người phẫn nộ đánh. \n cảnh ngộ bi thảm khiến [IT] vết thương chằng chịt, việc này khiến [ITS] trộm cắp trở nên càng khó khăn.
585	Ăn cắp	[NAME] có sự nhạy cảm thần kỳ, [IT] liếc mắt liền có thể biết người đó có tiền hay không, tiền cất ở chỗ nào trên người. Vì vậy, [IT] có thể dễ dàng chọn trúng những người không có lòng phòng bị, Tòng [IT] lấy tiền trên người chúng.
586	Đại thiện nhân	[NAME] là người lương thiện nổi danh thập lý bát hương, [IT] nhiệt tình vì lợi ích chung, thích làm việc thiện, tiếng lành đồn xa. \n[NAME] có một ước mơ tung hoành giang hồ, chỉ là thân thể quá yếu không cách nào tập võ, bởi vậy thích nhất giúp đỡ các hào kiệt giang hồ phóng khoáng.
587	Tú tài lạc tuyển	[NAME] một lòng thi đỗ công danh, nhưng mà luôn thi trượt. Lần lượt thất bại khiến [IT] hình dáng tiều tụy, ép khô [ITS] thân thể cùng tinh thần.
588	Cung đình thực quan	[NAME] là quan tham trong cung, [IT] phụ trách thử thức ăn mỗi ngày cho hoàng thượng. \n từ một loại trình độ nào đó mà nói, đây là loại công việc há miệng kiếm cơm, [NAME] bởi vậy trở nên lười biếng và chán chường.
589	Nha dịch	[NAME] là một nha dịch ở quan phủ, [IT] phụ trách trông coi đại lao, cũng hành hình phạm nhân lúc cần thiết. \n[NAME] rất thích cảm giác cầm gậy đánh người, việc này khiến [IT] cảm giác được cuộc sống của mình may mắn.
590	Vũ công	[NAME] rời khỏi quê hương cằn cỗi đi mưu sinh, [IT] tham gia một gánh hát lưu động. \n bởi vì [IT] thân thủ mẫn tiệp, làm người trung hậu, trưởng gánh hát giao cho tiết mục múa sư quan trọng [IT], [IT] cũng bởi vì thường xuyên biểu hiện xuất sắc mà được cả sảnh đường lớn tiếng khen hay.
591	Đạo sĩ	[NAME] bởi vì thân thể yếu nhược bẩm sinh, điều dưỡng thân thể lâu dài ở một đạo quán. Tiếp xúc lâu dài khiến [IT] đối Đạo giáo giáo lý sinh ra hứng thú sâu đậm, không lâu liền trở thành một đạo sĩ.
592	Hòa thượng	[NAME] bởi vì một lần thất tình nghiêm trọng mà lòng như tro tàn. Vì để trốn tránh thế giới này [IT] đau khổ, [IT] chặt đứt phiền não, xuất gia trở thành một tăng nhân.
593	Quán chủ đạo quán	[NAME] là một quán chủ một đạo quán nhỏ ở quê nhà. [IT] trừ mỗi ngày tụng kinh tu đạo, còn thường xuyên dùng y thuật giúp các hương thân chữa bệnh. \n Vì vậy, [ITS] mặc dù đạo quán quy mô không lớn, nhưng thanh danh cũng không nhỏ ở nơi hương khói.
594	Trại chủ	[NAME] là một chủ sơn trại, lấy cướp bóc thương khách qua đường để kiếm sống. \n[NAME] tuy nói là sống bằng cướp bóc, nhưng mà rất có nguyên tắc, nếu không chống cự, tuyệt không làm người ta bị thương tính mệnh.
595	Đoạt mệnh thần y	[NAME] là một đời danh y, [ITS] y thuật hết sức kinh người. Nhưng sau lần trị liệu cho một tên quyền quý, [IT] lại bị mình người bệnh lấy oán trả ơn. \n[IT] từ đây tính tình đại biến, bắt đầu lợi dụng y thuật của mình giết người không để lại dấu vết. [IT] đầu tiên liền cướp đoạt lúc trước lấy oán trả ơn tên kia quyền quý cả nhà trăm miệng Nhân  Tính mệnh.
596	Trời sập	[NAME] quê nhà từng xảy ra một lần trời sập, [IT] là duy nhất người sống sót. [IT] trong một lần trời sập thân phụ bị nguyên khí cuồng bạo nhập thể lâm bệnh nặng, nhưng cũng bởi vậy đạt được khí cảm hơn xa người thường.
597	Diệt môn chi hận	[NAME] quê nhà bị tà giáo tàn sát. Việc này khiến [IT] đã mất đi tất cả thân nhân, đồng thời cho [IT] trong lòng nảy sinh hận thù. [NAME] một lòng báo thù, [IT] tuyệt đối sẽ không lãng phí thời gian vào làm các việc vặt.
598	Đêm lạnh	[NAME] đã từng một lần trải qua tai họa đêm lạnh. Rét lạnh đến mấy tháng không có ánh nắng, trải qua đói khổ lạnh lẽo làm cho [IT] đối với đồ ăn có chấp nhất dị thường.
599	Nạn sâu bệnh	[NAME] cuộc sống ở thành thị đã từng trải qua côn trùng tấn công: Tất cả đồ ăn của động vật đều bị côn trùng ăn hết, mọi người chỉ có thể trốn ở trong động. Vì sinh tồn, trong thời gian nạn côn trùng kéo dài đến hơn mười ngày, mọi người chỉ có thể ăn côn trùng đỡ đói. Những trải nghiệm đáng sợ [NAME] không cách nào xóa đi ác mộng.
600	Ngoạn hỏa tự phần	[NAME] từ nhỏ đã thích ngọn lửa, có một lần lén nghịch lửa dẫn đến hoả hoạn. Mặc dù [IT] may mắn sống sót trong tai nạn, nhưng lần tai nạn đó khiến [IT] toàn thân lưu lại vết sẹo kinh khủng.
601	Hỏa tai hạnh tồn	[NAME] nhà bị một trận hoả hoạn đốt thành tro bụi, việc này khiến [IT] lưu lại ký ức kinh khủng. Mặc dù tai nạn khiến [IT] trở nên kiên cường, nhưng cho đến hôm nay, [NAME] nhìn thấy lửa liền sợ đến mất lí trí.
602	Sét đánh	[NAME] đã từng bị sét đánh, từ đây không thể nào đi bộ như người bình thường. Nhưng là từ đó về sau, [ITS] bộ não rõ ràng khác thường, học gì cũng nhanh.
603	Kỳ độc quấn thân	[NAME] lúc nhỏ dùng nhầm một loại thực vật gây mê, bởi vậy thân trúng một loại độc kỳ quái. Ảnh hưởng của loại độc này khiến [IT] thân thể suy yếu, nhưng cũng khiến [IT] có được cảm giác nhạy bén phi thường.
604	Người mù	[NAME] đã từng chịu một lần không may dẫn đến hai mắt bị mù, nhưng mà việc này lại kích phát [IT] cố gắng đạt được mong muốn. Vài năm sau, [IT] đạt được thành tựu nghệ thuật khiến nhiều người phải ngước nhìn, trở thành nghệ sĩ mù tiếng tăm xa gần.
605	Cổ chủng tà giáo	[NAME] đã từng bị tà giáo tu sĩ cấy vào cổ trùng, coi như là vật chứa nuôi dưỡng cổ trùng. Mặc dù về sau tà giáo tu sĩ bị tiêu diệt, [IT] cũng được cứu vớt, nhưng trải qua giai đoạn kinh khủng này cũng làm cho [ITS] cơ thể lưu lại thương tích không thể xóa đi.
606	Tiên nhân báo mộng	[NAME] đã từng được tiên nhân báo mộng, tiên nhân trong mộng truyền thụ cho [IT] rất nhiều tri thức tu hành, đồng thời trong [ITS] trong đầu giữ lại một tọa độ thần bí.
607	Kiếp trước chưa hết	[NAME] Không biết chuyện gì đang xảy ra, trong đầu lúc nào cũng xuất hiện một vài đoạn ký ức khó hiểu. Sự quấy nhiễu nghiêm trọng này [IT] học tập công tác sinh hoạt.
608	Kỳ ngộ	[NAME] đã từng trong lúc vô tình ăn một viên hà thủ ô nghìn năm, việc này khiến [IT] trải qua một lần lột xác, cũng thu được thân thể cường tráng cùng thiên phú tu hành cực tốt.
609	Nạn sói	[NAME] là người sống sót ở bắc địa sau sói triều, [IT] dựa vào thân thủ siêu phàm, vứt bỏ chiến hữu và người nhà, cuối cùng chạy trốn khỏi mấy ngàn cái hàm sói sắc bén, việc này không thể không nói là một loại may mắn. Nhưng là điều này cũng khiến [ITS] quãng đời còn lại tràn đầy hối hận, ngày đêm tra tấn [ITS] linh hồn.
610	Lỗ quốc học giả	[NAME] là một học giả đến từ Lỗ quốc, [ITS] học thức hơn người nhưng là không rành thế sự, khi đi ngang qua một thành nhỏ phía nam, bị một tên hắc tác phường lừa mất thư chứng nhận, bắt đi làm lao động. Mấy năm chèn ép khiến [ITS] thân thể nhận tổn hại cực lớn, vì tiếp tục đi học, [IT] nghĩ hết biện pháp trốn thoát.
100000	Âm Thần Đoạt Xá	[NAME] dùng Âm thần cướp đoạt thân thể người khác, [IT] cũng bởi vậy tổn thương hồn phách.
100001	Dương Thần Đoạt Xá	[NAME] dùng Dương thần cướp đoạt thân thể người khác.
100002	Luân hồi giả	[NAME] hồn phách đến từ dị giới xa xôi, do vận mệnh vẫy gọi mà hàng lâm xuống thế giới này. Mặc dù mỗi lần chết đi xuyên việt luân hồi trí nhớ đều mất đi [ITS] trí nhớ, nhưng mỗi lần trùng sinh, vận mệnh đều dẫn lối [IT] đến một con đường tương tự. \n[NAME] trong khi bị vận mệnh trói buộc, cũng hưởng thụ quy tặng của số phận, tuy rằng hết thảy [IT] không thể nhận ra.
100003	Luân hồi giả	[NAME] hồn phách đến từ dị giới xa xôi, do vận mệnh vẫy gọi mà hàng lâm xuống thế giới này. Mặc dù mỗi lần chết đi xuyên việt luân hồi trí nhớ đều mất đi [ITS] trí nhớ, nhưng mỗi lần trùng sinh, vận mệnh đều dẫn lối [IT] đến một con đường tương tự. \n[NAME] trong khi bị vận mệnh trói buộc, cũng hưởng thụ quy tặng của số phận, tuy rằng hết thảy [IT] không thể nhận ra.
100004	Luân hồi giả	[NAME] hồn phách đến từ dị giới xa xôi, do vận mệnh vẫy gọi mà hàng lâm xuống thế giới này. Mặc dù mỗi lần chết đi xuyên việt luân hồi trí nhớ đều mất đi [ITS] trí nhớ, nhưng mỗi lần trùng sinh, vận mệnh đều dẫn lối [IT] đến một con đường tương tự. \n[NAME] trong khi bị vận mệnh trói buộc, cũng hưởng thụ quy tặng của số phận, tuy rằng hết thảy [IT] không thể nhận ra.
100005	Luân hồi giả	[NAME] hồn phách đến từ dị giới xa xôi, do vận mệnh vẫy gọi mà hàng lâm xuống thế giới này. Mặc dù mỗi lần chết đi xuyên việt luân hồi trí nhớ đều mất đi [ITS] trí nhớ, nhưng mỗi lần trùng sinh, vận mệnh đều dẫn lối [IT] đến một con đường tương tự. \n[NAME] trong khi bị vận mệnh trói buộc, cũng hưởng thụ quy tặng của số phận, tuy rằng hết thảy [IT] không thể nhận ra.
100006	Luân hồi giả	[NAME] hồn phách đến từ dị giới xa xôi, do vận mệnh vẫy gọi mà hàng lâm xuống thế giới này. Mặc dù mỗi lần chết đi xuyên việt luân hồi trí nhớ đều mất đi [ITS] trí nhớ, nhưng mỗi lần trùng sinh, vận mệnh đều dẫn lối [IT] đến một con đường tương tự. \n[NAME] trong khi bị vận mệnh trói buộc, cũng hưởng thụ quy tặng của số phận, tuy rằng hết thảy [IT] không thể nhận ra.
100007	Ước hẹn tiên đồ	[NAME] chính là tu hành giả chuyển thế , ở kiếp trước vì thiên đạo thay đổi tai ương ập xuống , dù trải qua kiếp luân hồi , nhưng ngày xưa Vu tiên đồ phía trên lập hạ ước định y nguyên khắc ấn tại trong nguyên thần. \n Dưới chỉ dẫn của hẹn ước nguyên thần , [NAME] đời này đã được định trước là tái kết tiên duyên. Sẽ có câu chuyện gì đang đợi hắn ? Hiện tại không ai biết được ...
100008	Ước hẹn tiên đồ	[NAME] chính là tu hành giả chuyển thế , ở kiếp trước vì thiên đạo thay đổi tai ương ập xuống , dù trải qua kiếp luân hồi , nhưng ngày xưa Vu tiên đồ phía trên lập hạ ước định y nguyên khắc ấn tại trong nguyên thần. \n Dưới chỉ dẫn của hẹn ước nguyên thần , [NAME] đời này đã được định trước là tái kết tiên duyên. Sẽ có câu chuyện gì đang đợi hắn ? Hiện tại không ai biết được ...
100009	Ước hẹn tiên đồ	[NAME] chính là tu hành giả chuyển thế , ở kiếp trước vì thiên đạo thay đổi tai ương ập xuống , dù trải qua kiếp luân hồi , nhưng ngày xưa Vu tiên đồ phía trên lập hạ ước định y nguyên khắc ấn tại trong nguyên thần. \n Dưới chỉ dẫn của hẹn ước nguyên thần , [NAME] đời này đã được định trước là tái kết tiên duyên. Sẽ có câu chuyện gì đang đợi hắn ? Hiện tại không ai biết được ...
200001	Tiểu quỷ nghịch ngợm	[NAME] Từ nhỏ đã tinh nghịch quậy phá, hết ăn lại nằm. Mặc dù thành tích học tập không quá xuất chúng, nhưng mà chưa từng học tập hắn lại luôn có thể dựa vào thông minh thiên tư thông qua  khảo hạch, không khỏi khiến người ta khó hiểu. \n mặc dù như thế, [NAME] nhưng tinh thần trọng nghĩa lại rất cao, cũng đến từ sự dạy dỗ [IT] của bà nội từ bé, mưa dầm thấm đất.
200002	Tổng bộ đầu	Triều đình vì điều tra các án mạng nghiêm trọng mà thành lập một đội tuần bổ bí mật, mỗi tổ được thành lập bởi các thành viên tinh anh. [NAME] hắn dựa vào thân thủ hơn người mà được tuyển làm đội trưởng đội số hai. Được đồng đội vô cùng yêu mến ([IT] nghĩ như vậy).
200003	Đại đầu quái anh	[NAME] đổi họ đổi vận mệnh, chơi Tự Bối, đứng thứ ba gọi là Lão Tam, cho nên được cái tên này. [IT] Trời sinh đầu to, vẻ mặt đầy nếp nhăn, dáng hình lại lọm khọm. Mà đốt ngón tay lại không linh hoạt, đầu chẳng thể cúi, đầu gối không thể gập, khiến cho mọi người không khỏi khó hiểu, xa lánh hắn. \n nhưng hắn lại tai thính mắt tinh, trăm ngày liền có thể nói. Chín tuổi đã có thể chấp bút thành văn, xuất khẩu thành thơ, mọi người đều coi đó là việc kì lạ.
200004	Nhã nghệ kỳ nhân	[NAME] sau khi thành niên tinh thông âm nhạc, [IT] cùng các loại kì nghệ, hiếm ai là đối thủ, thành thạo âm luật, nhưng lại không có tri âm, vì vậy bôn ba khắp thiên hạ. Đến mức, người đời nhìn thấy hình thù quái dị, còn tưởng rằng cương thi đào mộ, tránh không được. [IT] hắn cũng tự xưng với đời "Xác Chết Chơi Nhạc" .
200005	Trẻ Ngoan	[NAME] Hắn sanh ra ở một gia đình bậc trung, gia đình hòa thuận. [IT] trời sinh có sức mạnh kì quái, từ nhỏ đã muốn bênh vực kẻ yếu, quyết chí kiếm một trăm lượng bạc giúp mẹ mua đại trạch viện. Vân du khắp bốn phương có vị đạo sĩ bảo tướng hắn có tài nhưng thành đạt muộn.
200006	Người khai hoang	[NAME] sau khi thành niên phát hiện không đủ tiền mua nhà, đành từ bỏ giấc mộng này, đổi nghề khai hoang, vui sướng với cảm giác may rủi từ vật vô giá trị cho tới kì lạ quý hiếm mà hắn đào được, sau đó nói dối với cha mẹ là đào được vật giá trị. Hắn cũng kết bạn với, một người trên đường khai hoang.
200007	Con nhà giàu	[NAME] là con trai trưởng của một quý tộc dị quốc, do gia thế có điều kiện [IT] mà tạo nên tính cách ngạo mạn bất tuân, nhưng [IT] hắn cũng được giáo dục vô cùng tốt, hơn nữa thiên phú về mặt mỹ thuật công trình cực kỳ cao.
200008	Dị bang tử nhân	[NAME] trong một lần nói chuyện phiếm, Tòng chu du liệt quốc một Hữu nhân khẩu bên trong biết được Đông Phương lối kiến trúc, với sự đam mê kiến trúc [IT] và niềm hứng thú vô tận. Vì vậy, dưới sự trợ giúp của gia đình, [IT] đi tới Trung Nguyên, muốn học một thân "Tài nghệ" Đây là một kỹ thuật kỳ diệu.
200009	Lãnh tụ trẻ con	[NAME] từ nhỏ đã Thiên phú dị bẩm, Xương cốt tinh kỳ, nhưng [IT] cũng không sử dụng võ lực mà uy hiếp người khác. Chính trực trượng nghĩa [IT] được nhiều người tín nhiệm, là lãnh tụ của đám trẻ con trong xóm.
200010	Tiểu tiêu sư	Bằng vào võ nghệ hơn người, [NAME] trở thành một nhà tiêu cục tại hắn gia hương phụ cận mở chi nhánh một tiêu sư. Tuy rằng hiện tại chưa có tiếng tăm gì, nhưng [IT] một mực kiên trì luyện công, âm thầm quyết tâm trở thành một đại tiêu đầu.
200011	Nông gia nha đầu	Cha mẹ ở bên ngoài kinh doanh [NAME] sống ở nông thôn, cùng [ITS] sinh hoạt với bà nội từ nhỏ. [IT] có một niềm hứng thú bất tận với thiên nhiên.
200012	Chuyên gia trồng chọt	[NAME] Tòng nãi nãi nơi đó học tập đến phong phú Nông làm cùng nuôi dưỡng tương quan tri thức. \n khắc sâu kiến giải với động thực vật, bất luận cây nông nghiệp, súc vật hoặc là gia cầm, tại [NAME] sự quản lý gọn gàng ngăn nắp của hắn, mùa màn thu hoạch liên tục cũng không phải việc khó.
200013	Kẻ bị bỏ đi	[NAME] trong lúc sinh ra, một trận hồng thủy ngập trời kéo tới. [IT] thôn dân cho rằng đó là điềm xấu, Vì vậy [ITS] hắn bị chính tay cha ruột vứt bỏ trong rừng sâu.
200014	Lái buôn chợ đen	[NAME] dựa vào hơi tàn mà sống xót, may mắn như vậy có trời mới biết được. Ốm yếu [IT] bằng vào một chút thông minh của mình mà kiếm ăn tại chợ đêm, hắn bắt đầu ngộ ra một đạo lý: Thiên hạ rộn ràng, cùng vì hai chữ lợi ích; thiên hạ nhốn nháo, cũng vì hai chữ ích lợi.
200015	Thân thế bất minh	[NAME] hắn cũng không rõ bản thân từ đâu mà đến, từ khi có ký ức, [IT] ngồi trên chiếc xe ngựa đặc biệt của mình mà lưu lạc tứ xứ.
200016	Tửu quỷ thương nhân	[NAME] có sở thích thu thập đồ vật kì quái, [IT] những thứ mà hắn thu thập được đều cất ở dưới xe mình, một lần lang thang, bán cho một người hữu duyên. [NAME] yêu thích uống rượu, trên người cõng theo một cái khuông không rõ hình thù, cầm theo một cái bàn tính và một bình rượu làm kế sinh nhai.
200017	Con gái một	[NAME] Sinh ra trong một gia đình giàu có, là con gái rượu trong nhà, được cha mẹ vô cùng cưng chiều, được gia tộc chú trọng bồi dưỡng. [IT] cũng bởi vậy mà từ nhỏ đã được cha mẹ kì vọng to lớn.
200018	Siêu cấp thần tượng	[NAME] sau khi trưởng thành đi đến Hải Thành mưu sinh, nhưng mà việc làm ăn vốn không dễ dàng. Một dịp vô tình, gia nhập vào một bang buôn bán. [NAME] tuy rằng tính tình có chút hướng nội, luôn mang trong mình một chút bi quan, nhưng dịu dàng lại kiên trì, không dễ dàng cúi đầu trước khó khăn, rốt cục tại đồng bạn Giúp đỡ hạ trở thành Quan Hải Thành nghe tiếng hồng nhân.
200019	Trẻ bị vứt bỏ ở ngoại ô	[NAME] Khi còn nhỏ bị người nhà vứt bỏ bên trong bụi cỏ ngoài thành, trùng hợp bị tại phụ cận trộm mộ đạo tặc đoàn băng nhặt về đi thay phiên nuôi dưỡng lớn lên. Nhiều năm trôi qua mưa dầm thấm đất [IT] kĩ năng của hắn về phương diện trộm cắp không phải là thường, theo đội trưởng đội đạo tặc nhớ lại, từ khi Tiểu Yến Tử học được chạy nhảy, mỗi ngày đều cất bước chạy đông chạy tây...
200020	Lương thượng phi tặc	[NAME] lớn lên thì hành tung bất định, thấy đầu không thấy đuôi. Nhưng dường như có niềm yêu thích với xà nhà, thỉnh thoảng có thể thấy trên mấy cái xà nhà các gia đình giàu có [ITS] thân ảnh, có khi cũng ở trên xà nhà người nghèo khổ [IT] để lại tiền của bản thân kiếm được.
200021	Hoài mộng trĩ tử	[NAME] Từ nhỏ mơ ước làm việc chính nghĩa, tại [IT] vừa mới hiểu chuyện, liền may mắn làm quen trứ danh Bộ khoái tiền bối. Vị tiền bối này [IT] đồng cảm với dũng khí của hắn, mà đáp ứng [IT] dẫn theo bên người để dạy dỗ. Thiếu niên cũng thuận lợi bước đi trên con đường mình mơ ước.
200022	Tự do bộ khoái	[NAME] Sau khi lớn lên, hắn theo vị tiền bối này làm bộ khoái, nhưng mà sau khi tao ngộ rất nhiều chuyện, hắn cảm giác đời không như mơ, quan hệ với vị tiền bối kia cũng đổ vỡ. Hắn rời khỏi Lục Phiến Môn, trở thành một vị "Tự do" Bộ khoái, tự tay mình bảo vệ Hải Thành.
200023	Thiên ngoại chuyển sinh	[NAME] Là một luồng khí hỗn độn từ thiên ngoại chuyển kiếp rớt xuống nhân gian, đáng tiếc góc độ đáp xuống chưa chính xác, làm hỏng mất căn cơ, cũng quên mất sứ mệnh thiêng liêng mà mình gánh vác.
200024	Trà quán thuyết thư	[NAME] sau khi lớn lên trở thành một người thuyết thư, [IT] sáng tác ra trường thiên bình thư < Tu Tiên ký > có một lượng lớn độc giả trung thành. Mà người này thường xuyên trì hoãn, mỗi khi bị thúc giục, [IT] lợi dụng "Nhanh lên nhanh lên" luôn làm cho có lệ, đúng là làm người ta mệt mỏi.
200025	Toán học quỷ tài	[NAME] Từ nhỏ thông minh, tinh thông thuận toán chi đạo. Ghe nói [IT] từ nhỏ sinh hoạt đã không câu nệ tiểu tiết, là một thiên tài quái lạ. Đặc biệt yêu thích giải quyết những vấn đề khó xử lý, lấy việc chinh phục làm niềm vui. Cũng bởi vậy mà đạt được trạng nguyên về thuật toán, tiếng thơm đồn khắp gần xa.
200026	Đỗ thánh	[NAME] Thân là vận mệnh chi tử, dần dần trở thành bài thánh số một kinh thành. [IT] trong lúc thi đấu với người khác, có thể tính toán chu đáo toàn cục, hay rút ra con bài mấu chốt tại tuyệt cảnh, lập nên kì tích.
200027	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Tử Phi Ngư [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Sử dụng hỏa nhãn kim tinh mà tìm được mấy cái nghiêm trọng BUG, cống hiến với trò chơi này đúng là không thể kể xiết.
200028	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Chu công tử [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn trong lúc test trò chơi mấy ngày không ngủ, đưa ra những đề nghị mấu chốt, vì trò chơi mà cống hiến không thể kể xiết.
200029	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Thật Ra Không Phải Ta [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn nghịch thiên cải mệnh, đem đệ tử Viên Nhược Tuyết tư chất kém cỏi bồi dưỡng thành tài, Kết Đan nhất phẩm, trong lúc khảo duyệt hoàn thành tinh thông toàn bộ công pháp thật là một hành động vĩ đại, vì trò chơi mà cống hiến không thể kể xiết.
200030	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Nhất Tia Bất Cẩu [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Nàng cho chúng ta cung cấp quý giá phối âm, đồng thời trong trong khảo nghiệm vì nông nghiệp phát triển cung cấp Hứa Đa Bảo quý ý kiến, vì trò chơi hoàn thiện làm ra trác tuyệt cống hiến.
200031	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Mèo thúc [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn cho chúng ta cung cấp rất nhiều Huyền học, văn học ở phía trên ủng hộ, cũng trợ giúp chúng ta ưu hóa Trò chơi tính năng, vì trò chơi hoàn thiện làm ra trác tuyệt cống hiến.
200032	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Phong Chi Hải [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn đối với lúc đầu Trò chơi trị số điều chỉnh cung cấp đại lượng Giúp đỡ, vì trò chơi hoàn thiện làm ra trác tuyệt cống hiến.
200033	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Dạ Miêu [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn đối với tà phái Công Pháp Thăm dò vì Trò chơi mang đến mới tinh khả năng, vì trò chơi hoàn thiện làm ra trác tuyệt cống hiến.
200034	Đoạt mệnh đan thanh	[NAME] sau khi thành niên trở thành một họa sĩ có tiếng xa gần, người đến nhờ vẽ không kể xiết. Nhưng mà, người ta thường đưa ra những yêu cầu quá phận cho hắn, việc này khiến [NAME] phiền bất thắng phiền. \n Vì thế, [NAME] khổ luyện võ nghệ, phàm là nhu cầu người kia có chút qua phận, liền sẽ ra tay đoạt lấy tính mạng người kia.
200035	Người nuôi rùa	[NAME] Sau khi thành niên liền bắt đầu nuôi rùa. Quanh năm sống chậm chạp [IT] vì vậy tốc dộ đi đường ngày càng chậm. [IT] bởi vậy khiến người ta không chịu nổi.
200036	Thiếu nữ nhiệt huyết	[NAME] Thuở nhỏ thông minh, tuy là nữ nhi, nhưng một thân ý chí, lại có ngộ tính hơn người. Điều này làm nàng khác biệt với các nữ nhân khác, con người tràn đầy mị lực.
200037	Nữ hiệp	[NAME] sau khi lớn lên theo đuổi mộng tưởng của mình, trở thành một nữ hiệp hành tẩu giang hồ. [IT] Tinh tế mẫn cảm trong chuyện tình cảm, biết người khác gặp khó khăn, thường phấn đấu hết mình vì bằng hữu. Vì vậy [IT] trên giang hồ nàng có rất nhiều bằng hữu, thanh danh truyền ra không nhỏ.
200038	Phượng vũ nhi sinh	Nghe đồn rằng [NAME] sinh ra Thải Phượng bay lượn trên chín tầng trời, bách điểu làm bạn. Nhưng [IT] sau khi lớn lên biết được chuyện này thì cảm thấy có chút vô căn cứ \n bất quá [NAME] nhưng quả thật từ nhỏ đã thể hiện ra thiên phú kinh người: Thông minh vượt bậc, tinh thông mọi loại sách. Điều này giúp nàng tuổi nhỏ mà học thức đã hơn người.
200039	Xuyên việt giả	[NAME] Vốn là một người bình thường ở Hoa Hạ, bởi vì một quyển chu dịch mà xuyên việt đến đây. Dựa vào vốn tri thức ở hiện đại, sau khi xuyên việt [IT] bất luận khí chất, tầm nhìn hay tư duy đều vô cùng chói lọi ở thế giới này. Phàm là nhận thức [IT] đối với mọi thứ đều thông suốt, giật nảy mình.
200040	Thiếu nữ vô sản	[NAME] cha mẹ đều là giai cấp vô sản, [IT] đương nhiên cũng là. Không có gì là đặc biệt, ở Hoa Hạ, [IT] cô nương như vậy xuất hiện ở khắp nơi. Từ sinh hoạt nghèo khó [IT] mà lập nên ý chí kiên cường không thể phá vỡ được.
200041	Xuyên việt giả	[NAME] Vốn là một người bình thường ở Hoa Hạ, bởi vì một quyển chu dịch mà xuyên việt đến đây. Xúc động trước xã hội phong kiến dân chúng cực khổ [IT] động dung, [IT] quyết định Tòng phát huy đến từ hiện đại nông nghiệp tri thức bắt đầu để thế giới này trở nên tốt đẹp hơn.
200042	Thái nhất đệ tử	[NAME] Sau khi thành niên, có cơ duyên xảo hợp mà trở thành đệ tử ngoại môn Thái Nhất Môn. Tuy rằng không thể tu luyện pháp thuật tiên gia, nhưng mà quanh năm rèn luyện cũng có được thân thể tráng kiện.
200043	Ăn nhờ ở đậu	[NAME] Sinh ra ở một gia đình giàu có, sau gia đạo sa sút, cha mẹ ly dị. Chu Công Tử liền ăn cơm trăm nhà mà lớn lên, ăn nhờ ở đậu làm cho hắn hiểu rõ cách đối nhân xử thế, nhưng cũng nuôi dưỡng nên tính cách lạc quan có chút kì lạ của hắn. Mỗi khi trời chiều đổ xuống hắn nhìn về phương hướng nhà mình mà hiểu, đó là khoảng thời gian mà mình không thể quay về.
200044	Xuyên việt giả	Sau khi thành niên [NAME] Gia cảnh dần hồi phục, hắn cũng thi đậu một trường y khoa. Bất quá liền ở hắn Nhị năm đó mười tuổi lên mạng suốt đêm Hậu bị Tam Cái tráng hán lừa gạt đến thế giới này, sự tồn tại nhỏ bé của hắn dẫn đến việc mất tích mà cũng không ai biết. \n tại tân thế giới, hắn muốn tìm một công việc nơi y quán, bằng vào tri thức đại học, bằng vẻ mặt điển trai với tình thương người, [NAME] ở cái thế giới này lăn lộn sinh sống.
